name,rating,review_count,categories,price_type,address,phone
Dinosaurs Vietnamese Sandwiches,4.1,184,"['Vietnamese', 'Sandwiches']",2.0,"18 Boardman Pl, San Francisco, CA 94103",(415) 701-1421
Franco's Latin Table,4.4,269,"['Latin American', 'Peruvian', 'Seafood']",3.0,"24 W Portal Ave, San Francisco, CA 94127",(415) 759-8087
Minnie Bells,4.1,22,"['Soul Food', 'Food Trucks', 'Comfort Food']",2.0,"San Francisco, CA 94103",(415) 273-9340
The Ramp Restaurant,3.4,1309,"['American', 'Seafood', 'Sports Bars']",2.0,"855 Terry A Francois Blvd, San Francisco, CA 94158",(415) 621-2378
Turner's Kitchen,4.5,420,"['Sandwiches', 'Soup', 'Salad']",2.0,"3505 17th St, Former Clare's Deli, San Francisco, CA 94110",(415) 621-3505
Richmond Republic Draught House,4.0,455,"['Burgers', 'Beer Bar', 'Sports Bars']",2.0,"642 Clement St, San Francisco, CA 94118",(415) 702-6069
Ebisu,4.1,2046,"['Sushi Bars', 'Japanese']",2.0,"1283 9th Ave, San Francisco, CA 94122",(415) 566-1770
Absinthe Brasserie & Bar,3.9,3467,"['French', 'Beer Bar', 'Cocktail Bars']",3.0,"398 Hayes St, San Francisco, CA 94102",(415) 551-1590
Radio Africa Kitchen,4.4,364,"['New American', 'Moroccan', 'Ethiopian']",2.0,"4800 3rd St, San Francisco, CA 94124",(415) 420-2486
Napizza,4.5,175,"['Pizza', 'Pasta Shops', 'Salad']",2.0,"3258 Scott St, San Francisco, CA 94123",(415) 525-4006
Montesacro SOMA,4.4,988,"['Italian', 'Pizza', 'Wine Bars']",2.0,"510 Stevenson St, San Francisco, CA 94103",(415) 795-3040
Tadich Grill,4.0,2834,"['Seafood', 'Venues & Event Spaces', 'Wine Bars']",3.0,"240 California St, San Francisco, CA 94111",(415) 391-1849
Gyros And Tzatziki,4.3,133,"['Mediterranean', 'Greek', 'Salad']",2.0,"3111 24th St, San Francisco, CA 94110",(415) 400-4962
Akira Japanese Restaurant,4.2,509,"['Japanese', 'Sushi Bars']",2.0,"1634 Bush St, San Francisco, CA 94109",(415) 800-8498
Eat Sushi,4.5,278,"['Sushi Bars', 'Ramen']",2.0,"1516 Folsom St, San Francisco, CA 94103",(415) 355-1288
Tato,4.6,127,['Mexican'],2.0,"4608 3rd St, San Francisco, CA 94124",(415) 948-0974
Mediterranean Aroma,4.8,138,"['Halal', 'Mediterranean', 'Middle Eastern']",2.0,"900 16th St, San Francisco, CA 94107",(415) 829-3119
Sanguchon Eatery,4.4,144,"['Peruvian', 'Sandwiches']",2.0,"1182 Valencia St, San Francisco, CA 94110",(415) 766-4317
New Eritrea Restaurant & Bar,4.3,882,"['Ethiopian', 'Eritrean', 'Seafood']",2.0,"907 Irving St, San Francisco, CA 94122",(415) 681-1288
Tín Vietnamese Cuisine - Howard St,4.0,1447,"['Vietnamese', 'Noodles', 'Soup']",2.0,"937 Howard St, San Francisco, CA 94103",(415) 882-7188
Wabi-Sabi Sf At Nob Hill,4.9,30,"['Japanese', 'Sushi Bars']",2.0,"1517 Pine St, San Francisco, CA 94109",(415) 810-9793
7 Mile House,4.2,1928,"['Sports Bars', 'American', 'Filipino']",2.0,"2800 Bayshore Blvd, Brisbane, CA 94005",(415) 467-2343
Hawaii West,3.5,99,"['Hawaiian', 'Cocktail Bars']",1.0,"729 Vallejo St, San Francisco, CA 94133",(415) 362-3220
Devil's Teeth Baking Company,4.3,2298,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']",2.0,"3876 Noriega St, San Francisco, CA 94122",(415) 683-5533
ABV,4.1,696,"['Cocktail Bars', 'New American']",2.0,"3174 16th St, San Francisco, CA 94103",(415) 294-1871
Sushi Uma,3.8,379,"['Sushi Bars', 'Japanese']",2.0,"2026 Irving St, San Francisco, CA 94122",(415) 968-9933
Bangkok Street Thai Street Food,4.2,760,"['Thai', 'Salad', 'Noodles']",2.0,"1826 Buchanan St, San Francisco, CA 94115",(415) 292-9027
Leleka,4.7,315,"['Ukrainian', 'Soup', 'Bakeries']",2.0,"40 Belden Pl, San Francisco, CA 94104",(415) 901-3434
Wayfare Tavern,3.9,4506,['American'],3.0,"558 Sacramento St, San Francisco, CA 94111",(415) 772-9060
I'a Poke,4.0,310,"['Poke', 'Sushi Bars']",2.0,"314 Church St, San Francisco, CA 94107",(415) 829-8030
Rad Radish,4.2,252,"['Vegan', 'Vegetarian', 'Breakfast & Brunch']",2.0,"301 Hayes St, San Francisco, CA 94102",(415) 916-8548
Hawker Alley - San Francisco,4.1,12,"['Thai', 'Taiwanese', 'Asian Fusion']",2.0,"2723 Oakdale Ave, San Francisco, CA 94124",(415) 796-3909
Cafe Alma,4.8,60,"['Cafes', 'Coffee & Tea', 'Breakfast & Brunch']",2.0,"888 Innes Ave, San Francisco, CA 94124",(415) 336-3286
Tín on Kearny,4.7,66,"['Vietnamese', 'Sandwiches', 'Noodles']",2.0,"356 Kearny St, San Francisco, CA 94108",(415) 757-0378
Common Sage,3.9,268,"['Beer, Wine & Spirits', 'Ramen', 'Cafes']",2.0,"1552 Polk St, San Francisco, CA 94109",(415) 580-7178
Bernal Star,3.8,376,"['Burgers', 'Breakfast & Brunch', 'New American']",2.0,"410 Cortland Ave, San Francisco, CA 94110",(415) 695-8777
Fino Ristorante,4.3,1393,"['Italian', 'Desserts', 'Pizza']",3.0,"624 Post St, San Francisco, CA 94109",(415) 928-2080
Primavera,4.4,245,['Mexican'],2.0,"1 Ferry Plz, Ferry Plaza Farmers Market, San Francisco, CA 94111",(707) 939-9350
Laguna Cafe,4.3,468,"['Hookah Bars', 'Middle Eastern']",2.0,"1821 Haight St, San Francisco, CA 94117",(415) 930-2446
Tacos Y Hot Dogs Tio Pancho,5.0,1,"['Tacos', 'Hot Dogs']",2.0,"1840 Mission St, Ste 8, San Francisco, CA 94103",(415) 360-4345
As Quoted,3.7,269,"['New American', 'Gluten-Free', 'Coffee & Tea']",2.0,"3613 Sacramento St, San Francisco, CA 94118",(415) 914-0689
Mathilde French Bistro,4.3,372,"['French', 'Desserts', 'Salad']",3.0,"315 5th St, San Francisco, CA 94107",(415) 546-6128
Broad Street Oyster Co.,3.9,69,['Seafood'],2.0,"900 N Point St, Ghirardelli Square, San Francisco, CA 94109",(415) 796-3898
Per Diem - Financial District,3.9,852,"['New American', 'Cocktail Bars', 'Gastropubs']",2.0,"43 Sutter St, San Francisco, CA 94104",(415) 888-8811
Tacos El Patrón,4.2,878,['Tacos'],2.0,"1500 S Van Ness Ave, Ste 100, San Francisco, CA 94110",(415) 829-7315
Nar Doner N Grill,4.6,66,"['Turkish', 'Tapas/Small Plates', 'Sandwiches']",2.0,"3251 20th Ave, Ste 250J, San Francisco, CA 94132",(415) 806-1415
The Monk's Kettle,3.9,2325,"['Bars', 'Gastropubs']",2.0,"3141 16th St, San Francisco, CA 94103",(415) 865-9523
Giuliana’s Just for You Cafe,4.5,45,"['Cafes', 'Breakfast & Brunch', 'New American']",2.0,"732 22nd St, San Francisco, CA 94107",(415) 647-7558
Baan Yaai,4.4,110,"['Thai', 'Noodles', 'Chicken Wings']",2.0,"2274 Lombard St, San Francisco, CA 94123",(415) 264-9082
Kogi Gogi BBQ,3.8,844,"['Barbeque', 'Korean', 'Beer Bar']",3.0,"1358 9th Ave, San Francisco, CA 94122",(415) 702-6792
The Hungry Spot,5.0,3,"['Comfort Food', 'Salad', 'Sandwiches']",2.0,"2077 Hayes St, San Francisco, CA 94117",(415) 682-4111
Roli Roti Gourmet Rotisserie,4.2,1603,"['Sandwiches', 'Food Trucks', 'Specialty Food']",2.0,"1 Ferry Bldg, San Francisco, CA 94105",(510) 780-0300
SF Kebab,4.0,472,"['Mediterranean', 'Middle Eastern', 'Kebab']",2.0,"550 16th St, San Francisco, CA 94158",(415) 255-2262
Snow Bliss Cafe,4.4,42,"['Asian Fusion', 'Chinese', 'Shaved Ice']",2.0,"250 W Portal Ave, San Francisco, CA 94127",(415) 503-9450
Barney's Gourmet Hamburgers,3.3,897,"['Burgers', 'Salad', 'American']",2.0,"4138 24th St, San Francisco, CA 94114",(415) 282-7770
The Stinking Rose,3.7,332,"['Italian', 'American']",2.0,"430 Columbus Ave, San Francisco, CA 94133",(415) 781-7673
Osmanthus Dim Sum Lounge,4.4,811,"['Cocktail Bars', 'Dim Sum']",2.0,"504 Broadway, San Francisco, CA 94133",(415) 872-9648
Crepevine Restaurants,3.9,1807,"['Creperies', 'Breakfast & Brunch', 'New American']",2.0,"624 Irving St, San Francisco, CA 94122",(415) 681-5858
Amarena,4.0,689,['Italian'],2.0,"2162 Larkin St, San Francisco, CA 94109",(415) 447-0441
Stonemill Matcha,4.2,1383,"['Cafes', 'Coffee & Tea', 'Japanese']",2.0,"561 Valencia St, San Francisco, CA 94110",(415) 796-3876
Cellarmaker House of Pizza,4.2,300,"['Pizza', 'Breweries']",2.0,"3193 Mission St, San Francisco, CA 94110",(415) 296-6351
After Hours Ramen,4.6,33,"['Bubble Tea', 'Ramen']",1.0,"3044 Taraval St, San Francisco, CA 94116",(415) 439-9893
Seven Square Taproom,3.9,19,['New American'],2.0,"299 2nd St, San Francisco, CA 94105",(415) 947-0700
Izakaya Yoki,4.3,522,"['Japanese', 'Korean']",2.0,"900 Bush St, Ste C101, San Francisco, CA 94109",(415) 923-1141
Pakwan Restaurant - 16th Street,3.9,1983,"['Indian', 'Pakistani', 'Halal']",2.0,"3180-82 16th St, San Francisco, CA 94103",(415) 255-2440
The Bird,4.0,271,"['Chicken Shop', 'Sandwiches']",2.0,"406 Hayes St, San Francisco, CA 94102",(415) 940-2770
Cuisine of Nepal,4.7,738,"['Himalayan/Nepalese', 'Indian', 'Caterers']",2.0,"3486 Mission St, San Francisco, CA 94110",(415) 647-2222
Delarosa Marina,4.0,1914,"['Italian', 'Cocktail Bars', 'Pizza']",2.0,"2175 Chestnut St, San Francisco, CA 94123",(415) 673-7100
ChouChou French Bistro,3.8,1336,['French'],3.0,"400 Dewey Blvd, San Francisco, CA 94116",(415) 242-0960
Sheba Piano Lounge,4.1,679,"['Ethiopian', 'Jazz & Blues', 'Piano Bars']",2.0,"1419 Fillmore St, San Francisco, CA 94115",(415) 440-7414
Bar VIA,3.9,56,"['Bars', 'New American', 'Tapas/Small Plates']",2.0,"138 King St, San Francisco, CA 94107",(415) 200-4998
Zuni Café,3.7,3039,"['Italian', 'French']",3.0,"1658 Market St, San Francisco, CA 94102",(415) 552-2522
The Post Room,3.8,19,"['Cocktail Bars', 'Mediterranean', 'Seafood']",2.0,"450 Powell St, San Francisco, CA 94102",(415) 395-8516
Proposition Chicken,3.8,132,"['Chicken Wings', 'Sandwiches']",2.0,"3465 California St, San Francisco, CA 94118",(415) 422-0646
Little Skillet,3.7,2163,"['Breakfast & Brunch', 'Sandwiches', 'Waffles']",2.0,"360 Ritch St, San Francisco, CA 94107",(415) 777-2777
Noren Izakaya,4.1,280,"['Izakaya', 'Tapas/Small Plates', 'Cocktail Bars']",3.0,"1701 Powell St, San Francisco, CA 94133",(415) 291-9268
An Chi,4.5,205,['Vietnamese'],2.0,"5827 Geary Blvd, San Francisco, CA 94121",(415) 702-9986
Zenpo Sushi,4.3,62,"['Sushi Bars', 'Japanese', 'Tapas/Small Plates']",2.0,"340 Grove St, San Francisco, CA 94102",(415) 970-5315
Outta Sight Pizza,4.7,236,['Pizza'],1.0,"422 Larkin St, San Francisco, CA 94102",(415) 829-3108
